invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,discounted_price
I496915,C401007,Female,46,Shoes,1,600.17,Debit Card,25/07/2022,Mall of Istanbul,540.153
I241009,C117956,Female,39,Shoes,3,1800.51,Cash,28/08/2022,Zorlu Center,1620.459
I226065,C614916,Female,46,Shoes,2,1200.34,Debit Card,19/07/2021,Viaport Outlet,1080.306
I945446,C129088,Female,65,Shoes,5,3000.85,Debit Card,27/11/2021,Zorlu Center,2700.765
I535120,C959340,Female,66,Shoes,4,2400.68,Cash,1/2/2022,Zorlu Center,2160.612
I333614,C448961,Female,40,Shoes,1,600.17,Credit Card,25/08/2021,Kanyon,540.153
I104759,C176961,Female,51,Shoes,5,3000.85,Credit Card,5/10/2021,Istinye Park,2700.765
I223758,C228600,Female,45,Shoes,5,3000.85,Cash,13/05/2022,Istinye Park,2700.765
I116885,C155263,Female,57,Shoes,4,2400.68,Cash,13/03/2022,Kanyon,2160.612
I160467,C753042,Female,36,Shoes,1,600.17,Cash,12/8/2022,Zorlu Center,540.153
I441855,C135635,Female,63,Shoes,2,1200.34,Credit Card,27/03/2022,Metrocity,1080.306
I259723,C248391,Female,58,Shoes,2,1200.34,Credit Card,10/6/2022,Emaar Square Mall,1080.306
I972787,C530977,Female,44,Shoes,5,3000.85,Cash,14/09/2022,Kanyon,2700.765
I237515,C995169,Female,64,Shoes,3,1800.51,Credit Card,9/5/2021,Metropol AVM,1620.459
I116924,C266168,Female,48,Shoes,4,2400.68,Cash,20/08/2022,Cevahir AVM,2160.612
I161960,C652179,Female,49,Shoes,3,1800.51,Debit Card,28/10/2021,Metropol AVM,1620.459
I474441,C283371,Female,37,Shoes,3,1800.51,Cash,30/11/2022,Metrocity,1620.459
I130771,C114288,Female,40,Shoes,5,3000.85,Cash,8/7/2022,Metrocity,2700.765
I172191,C253217,Female,40,Shoes,1,600.17,Debit Card,1/8/2021,Metrocity,540.153
I162841,C108381,Female,44,Shoes,1,600.17,Credit Card,12/11/2021,Istinye Park,540.153
I325416,C330509,Female,47,Shoes,1,600.17,Credit Card,3/3/2021,Metrocity,540.153
I333797,C463822,Female,50,Shoes,5,3000.85,Cash,28/10/2022,Mall of Istanbul,2700.765
I320348,C393996,Female,45,Shoes,3,1800.51,Debit Card,3/12/2021,Kanyon,1620.459
I162884,C239107,Female,31,Shoes,1,600.17,Cash,17/11/2021,Mall of Istanbul,540.153
I598169,C225282,Female,62,Shoes,3,1800.51,Credit Card,19/02/2023,Mall of Istanbul,1620.459
I896550,C135806,Female,42,Shoes,3,1800.51,Credit Card,24/01/2021,Viaport Outlet,1620.459
I127486,C270711,Female,45,Shoes,2,1200.34,Debit Card,25/09/2021,Cevahir AVM,1080.306
I271481,C375024,Female,56,Shoes,3,1800.51,Cash,21/02/2023,Cevahir AVM,1620.459
I239137,C324598,Female,41,Shoes,5,3000.85,Cash,13/10/2021,Metrocity,2700.765
I305963,C294204,Female,42,Shoes,1,600.17,Credit Card,26/05/2022,Istinye Park,540.153
I103864,C438810,Female,43,Shoes,4,2400.68,Cash,18/10/2021,Cevahir AVM,2160.612
I515107,C201126,Female,39,Shoes,4,2400.68,Cash,30/04/2021,Mall of Istanbul,2160.612
I199338,C123046,Female,50,Shoes,1,600.17,Debit Card,22/04/2021,Metropol AVM,540.153
I380243,C796896,Female,31,Shoes,2,1200.34,Cash,12/8/2021,Metropol AVM,1080.306
I287153,C110026,Female,45,Shoes,3,1800.51,Credit Card,22/12/2021,Kanyon,1620.459
I208436,C265488,Female,59,Shoes,1,600.17,Credit Card,12/7/2022,Mall of Istanbul,540.153
I103010,C260917,Female,51,Shoes,1,600.17,Cash,2/8/2021,Metrocity,540.153
I148170,C225177,Female,56,Shoes,3,1800.51,Cash,24/08/2021,Viaport Outlet,1620.459
I299625,C162637,Female,54,Shoes,4,2400.68,Cash,19/02/2022,Cevahir AVM,2160.612
I209600,C105761,Female,43,Shoes,3,1800.51,Credit Card,30/03/2021,Cevahir AVM,1620.459
I219861,C190720,Female,47,Shoes,3,1800.51,Credit Card,3/4/2022,Mall of Istanbul,1620.459
I163167,C239562,Female,52,Shoes,5,3000.85,Debit Card,7/10/2022,Mall of Istanbul,2700.765
I204729,C267796,Female,59,Shoes,2,1200.34,Debit Card,21/05/2021,Mall of Istanbul,1080.306
I149015,C900014,Female,37,Shoes,5,3000.85,Debit Card,28/08/2022,Kanyon,2700.765
I853133,C271166,Female,44,Shoes,1,600.17,Debit Card,27/08/2021,Emaar Square Mall,540.153
I466120,C231211,Female,45,Shoes,2,1200.34,Credit Card,8/10/2022,Mall of Istanbul,1080.306
I315662,C148641,Female,42,Shoes,1,600.17,Credit Card,20/12/2022,Forum Istanbul,540.153
I153273,C253105,Female,33,Shoes,4,2400.68,Cash,31/08/2021,Mall of Istanbul,2160.612
I198161,C115984,Female,41,Shoes,4,2400.68,Credit Card,19/09/2022,Zorlu Center,2160.612
I859295,C203093,Female,65,Shoes,1,600.17,Cash,11/9/2022,Metrocity,540.153
I295728,C206807,Female,42,Shoes,3,1800.51,Debit Card,17/02/2023,Zorlu Center,1620.459
I241315,C263632,Female,50,Shoes,1,600.17,Credit Card,21/02/2021,Mall of Istanbul,540.153
I134354,C366818,Female,54,Shoes,4,2400.68,Debit Card,29/12/2022,Mall of Istanbul,2160.612
I287834,C302827,Female,37,Shoes,2,1200.34,Debit Card,11/9/2022,Mall of Istanbul,1080.306
I184897,C190572,Female,45,Shoes,4,2400.68,Cash,8/11/2021,Mall of Istanbul,2160.612
I323543,C158685,Female,43,Shoes,4,2400.68,Debit Card,27/12/2022,Istinye Park,2160.612
I189138,C211490,Female,57,Shoes,2,1200.34,Debit Card,1/8/2022,Metropol AVM,1080.306
I249531,C139055,Female,62,Shoes,1,600.17,Debit Card,31/10/2021,Kanyon,540.153
I302708,C442862,Female,48,Shoes,4,2400.68,Credit Card,15/01/2022,Istinye Park,2160.612
I175471,C126963,Female,38,Shoes,5,3000.85,Cash,3/1/2021,Mall of Istanbul,2700.765
I313375,C762940,Female,37,Shoes,3,1800.51,Debit Card,18/11/2021,Metrocity,1620.459
I577869,C106715,Female,66,Shoes,4,2400.68,Cash,22/04/2022,Kanyon,2160.612
I739285,C287012,Female,46,Shoes,1,600.17,Cash,6/6/2022,Kanyon,540.153
I802265,C185749,Female,61,Shoes,2,1200.34,Credit Card,30/05/2021,Kanyon,1080.306
I376363,C170594,Female,32,Shoes,4,2400.68,Cash,20/04/2022,Kanyon,2160.612
I334767,C252958,Female,31,Shoes,2,1200.34,Credit Card,27/07/2022,Mall of Istanbul,1080.306
I439943,C121615,Female,59,Shoes,5,3000.85,Debit Card,12/5/2022,Kanyon,2700.765
I321423,C338281,Female,50,Shoes,1,600.17,Credit Card,8/11/2022,Istinye Park,540.153
I190762,C299556,Female,43,Shoes,5,3000.85,Cash,17/09/2021,Cevahir AVM,2700.765
I624770,C273048,Female,49,Shoes,3,1800.51,Credit Card,6/10/2021,Cevahir AVM,1620.459
I517015,C247691,Female,39,Shoes,3,1800.51,Debit Card,16/06/2021,Metrocity,1620.459
I225980,C333034,Female,56,Shoes,1,600.17,Cash,20/02/2022,Kanyon,540.153
I164165,C843111,Female,48,Shoes,4,2400.68,Debit Card,25/02/2021,Kanyon,2160.612
I259259,C137239,Female,63,Shoes,4,2400.68,Cash,18/02/2021,Viaport Outlet,2160.612
I235333,C187971,Female,48,Shoes,1,600.17,Debit Card,20/11/2021,Metrocity,540.153
I219586,C440086,Female,34,Shoes,1,600.17,Credit Card,5/5/2022,Metropol AVM,540.153
I279066,C336312,Female,65,Shoes,2,1200.34,Cash,27/09/2022,Mall of Istanbul,1080.306
I972557,C148066,Female,47,Shoes,2,1200.34,Debit Card,14/04/2021,Metrocity,1080.306
I212414,C231736,Female,58,Shoes,5,3000.85,Cash,14/03/2022,Kanyon,2700.765
I881195,C708489,Female,39,Shoes,4,2400.68,Cash,7/3/2022,Istinye Park,2160.612
I551764,C313593,Female,33,Shoes,4,2400.68,Credit Card,27/06/2022,Metropol AVM,2160.612
I325807,C459135,Female,52,Shoes,2,1200.34,Cash,23/06/2021,Mall of Istanbul,1080.306
I457768,C752108,Female,62,Shoes,2,1200.34,Debit Card,15/11/2022,Emaar Square Mall,1080.306
I135821,C197429,Female,33,Shoes,4,2400.68,Debit Card,21/10/2021,Cevahir AVM,2160.612
I611634,C183229,Female,38,Shoes,2,1200.34,Cash,17/09/2021,Kanyon,1080.306
I250070,C313326,Female,46,Shoes,1,600.17,Cash,16/02/2022,Forum Istanbul,540.153
I275502,C225477,Female,61,Shoes,5,3000.85,Cash,28/10/2022,Mall of Istanbul,2700.765
I238741,C251829,Female,31,Shoes,2,1200.34,Cash,22/03/2021,Mall of Istanbul,1080.306
I258489,C308937,Female,65,Shoes,1,600.17,Cash,23/12/2022,Mall of Istanbul,540.153
I236573,C188960,Female,42,Shoes,2,1200.34,Cash,1/7/2021,Istinye Park,1080.306
I320072,C256924,Female,59,Shoes,1,600.17,Cash,6/9/2022,Kanyon,540.153
I226152,C547898,Female,38,Shoes,3,1800.51,Credit Card,1/12/2022,Metropol AVM,1620.459
I214260,C608196,Female,59,Shoes,5,3000.85,Debit Card,18/08/2021,Kanyon,2700.765
I226478,C120968,Female,65,Shoes,5,3000.85,Credit Card,23/01/2022,Metropol AVM,2700.765
I168467,C217327,Female,34,Shoes,2,1200.34,Debit Card,14/03/2021,Kanyon,1080.306
I147333,C254886,Female,54,Shoes,4,2400.68,Credit Card,3/8/2022,Istinye Park,2160.612
I266364,C265628,Female,57,Shoes,2,1200.34,Cash,6/5/2022,Metropol AVM,1080.306
I827230,C214670,Female,39,Shoes,1,600.17,Cash,19/04/2021,Mall of Istanbul,540.153
I105907,C124256,Female,58,Shoes,1,600.17,Cash,9/9/2021,Mall of Istanbul,540.153
I286424,C121765,Female,31,Shoes,4,2400.68,Credit Card,18/06/2021,Kanyon,2160.612
I314234,C570490,Female,37,Shoes,3,1800.51,Cash,16/04/2022,Kanyon,1620.459
I207897,C243652,Female,31,Shoes,5,3000.85,Cash,3/4/2022,Mall of Istanbul,2700.765
I298907,C233954,Female,56,Shoes,2,1200.34,Credit Card,20/04/2021,Metropol AVM,1080.306
I139188,C161147,Female,48,Shoes,5,3000.85,Credit Card,25/11/2022,Kanyon,2700.765
I180885,C238824,Female,42,Shoes,1,600.17,Cash,29/12/2022,Kanyon,540.153
I248496,C517202,Female,65,Shoes,5,3000.85,Cash,8/6/2022,Metropol AVM,2700.765
I597530,C126479,Female,37,Shoes,1,600.17,Credit Card,14/10/2021,Metropol AVM,540.153
I233237,C104380,Female,32,Shoes,1,600.17,Debit Card,24/11/2022,Metropol AVM,540.153
I160170,C992097,Female,43,Shoes,3,1800.51,Credit Card,11/4/2022,Kanyon,1620.459
I306719,C439608,Female,69,Shoes,1,600.17,Cash,5/5/2022,Zorlu Center,540.153
I314689,C101406,Female,41,Shoes,4,2400.68,Credit Card,19/03/2021,Viaport Outlet,2160.612
I552343,C134392,Female,62,Shoes,5,3000.85,Credit Card,12/4/2022,Istinye Park,2700.765
I161365,C336627,Female,55,Shoes,4,2400.68,Credit Card,21/02/2022,Metropol AVM,2160.612
I327722,C338141,Female,36,Shoes,3,1800.51,Credit Card,11/11/2022,Mall of Istanbul,1620.459
I896136,C942893,Female,59,Shoes,1,600.17,Credit Card,29/12/2021,Metrocity,540.153
I108136,C309601,Female,54,Shoes,4,2400.68,Credit Card,12/5/2021,Kanyon,2160.612
I165766,C186807,Female,33,Shoes,3,1800.51,Credit Card,25/11/2021,Cevahir AVM,1620.459
I663169,C775630,Female,40,Shoes,4,2400.68,Debit Card,27/02/2021,Kanyon,2160.612
I229732,C792393,Female,38,Shoes,4,2400.68,Cash,6/3/2023,Mall of Istanbul,2160.612
I228682,C183369,Female,62,Shoes,3,1800.51,Debit Card,16/02/2021,Kanyon,1620.459
I106962,C279328,Female,33,Shoes,3,1800.51,Credit Card,12/1/2022,Metrocity,1620.459
I331660,C966240,Female,49,Shoes,2,1200.34,Credit Card,14/09/2021,Mall of Istanbul,1080.306
I146219,C222142,Female,37,Shoes,1,600.17,Cash,24/02/2022,Mall of Istanbul,540.153
I145490,C314679,Female,34,Shoes,5,3000.85,Cash,26/04/2021,Istinye Park,2700.765
I187831,C211943,Female,38,Shoes,1,600.17,Credit Card,5/6/2022,Metrocity,540.153
I401447,C733984,Female,45,Shoes,3,1800.51,Cash,15/11/2021,Mall of Istanbul,1620.459
I131185,C195643,Female,33,Shoes,1,600.17,Credit Card,18/06/2021,Metrocity,540.153
I132413,C159377,Female,62,Shoes,1,600.17,Credit Card,17/08/2022,Metrocity,540.153
I130164,C565751,Female,59,Shoes,1,600.17,Cash,10/1/2023,Metropol AVM,540.153
I119245,C249410,Female,59,Shoes,2,1200.34,Cash,14/11/2022,Istinye Park,1080.306
I140489,C885435,Female,42,Shoes,3,1800.51,Credit Card,20/02/2021,Emaar Square Mall,1620.459
I313410,C669968,Female,64,Shoes,5,3000.85,Cash,3/9/2022,Mall of Istanbul,2700.765
I175777,C567884,Female,64,Shoes,4,2400.68,Debit Card,4/9/2021,Mall of Istanbul,2160.612
I704363,C458768,Female,54,Shoes,4,2400.68,Cash,14/07/2021,Zorlu Center,2160.612
I222479,C280073,Female,49,Shoes,4,2400.68,Cash,9/9/2021,Mall of Istanbul,2160.612
I601802,C627684,Female,61,Shoes,5,3000.85,Debit Card,18/06/2022,Metrocity,2700.765
I222225,C373452,Female,36,Shoes,4,2400.68,Cash,10/12/2021,Mall of Istanbul,2160.612
I316671,C261511,Female,40,Shoes,1,600.17,Debit Card,14/11/2022,Kanyon,540.153
I506752,C268446,Female,49,Shoes,1,600.17,Debit Card,31/07/2022,Kanyon,540.153
I198193,C166945,Female,54,Shoes,3,1800.51,Cash,19/11/2021,Mall of Istanbul,1620.459
I756863,C591214,Female,48,Shoes,5,3000.85,Credit Card,8/6/2022,Cevahir AVM,2700.765
I180928,C868936,Female,63,Shoes,5,3000.85,Cash,15/06/2021,Kanyon,2700.765
I740896,C296064,Female,41,Shoes,1,600.17,Cash,15/11/2022,Kanyon,540.153
I188572,C249526,Female,46,Shoes,5,3000.85,Credit Card,20/10/2021,Viaport Outlet,2700.765
I298722,C211487,Female,37,Shoes,5,3000.85,Credit Card,17/01/2021,Cevahir AVM,2700.765
I316017,C185259,Female,56,Shoes,3,1800.51,Debit Card,2/1/2022,Mall of Istanbul,1620.459
I130207,C173637,Female,44,Shoes,5,3000.85,Credit Card,17/08/2022,Kanyon,2700.765
I251439,C366429,Female,37,Shoes,5,3000.85,Credit Card,16/06/2022,Kanyon,2700.765
I140113,C339089,Female,58,Shoes,2,1200.34,Cash,27/03/2022,Mall of Istanbul,1080.306
I661517,C220975,Female,61,Shoes,3,1800.51,Cash,15/06/2022,Zorlu Center,1620.459
I577150,C260047,Female,55,Shoes,4,2400.68,Cash,25/07/2022,Metrocity,2160.612
I228361,C605838,Female,54,Shoes,5,3000.85,Debit Card,18/07/2021,Emaar Square Mall,2700.765
I302439,C334339,Female,49,Shoes,1,600.17,Credit Card,16/08/2022,Cevahir AVM,540.153
I133794,C814052,Female,48,Shoes,1,600.17,Credit Card,26/12/2022,Metropol AVM,540.153
I108964,C266813,Female,51,Shoes,2,1200.34,Debit Card,12/5/2022,Metrocity,1080.306
I248140,C668298,Female,46,Shoes,3,1800.51,Cash,5/2/2022,Metrocity,1620.459
I592499,C269786,Female,66,Shoes,2,1200.34,Credit Card,20/04/2021,Cevahir AVM,1080.306
I273412,C167027,Female,67,Shoes,2,1200.34,Cash,21/11/2021,Mall of Istanbul,1080.306
I646954,C819046,Female,60,Shoes,5,3000.85,Cash,6/2/2022,Istinye Park,2700.765
I179170,C107280,Female,39,Shoes,3,1800.51,Credit Card,27/06/2021,Kanyon,1620.459
I444709,C207334,Female,31,Shoes,5,3000.85,Credit Card,12/9/2021,Cevahir AVM,2700.765
I233756,C952785,Female,66,Shoes,3,1800.51,Cash,25/11/2022,Mall of Istanbul,1620.459
I858071,C153439,Female,67,Shoes,5,3000.85,Debit Card,19/10/2021,Kanyon,2700.765
I485384,C137164,Female,47,Shoes,3,1800.51,Credit Card,6/8/2022,Zorlu Center,1620.459
I336249,C222608,Female,49,Shoes,3,1800.51,Cash,15/01/2022,Forum Istanbul,1620.459
I145377,C331767,Female,61,Shoes,4,2400.68,Cash,23/07/2022,Metropol AVM,2160.612
I223237,C326784,Female,66,Shoes,5,3000.85,Cash,7/5/2022,Metropol AVM,2700.765
I274124,C169090,Female,64,Shoes,3,1800.51,Debit Card,21/03/2021,Mall of Istanbul,1620.459
I285148,C276297,Female,63,Shoes,4,2400.68,Cash,18/04/2021,Cevahir AVM,2160.612
I169340,C177460,Female,64,Shoes,3,1800.51,Credit Card,2/9/2021,Forum Istanbul,1620.459
I206142,C779814,Female,53,Shoes,4,2400.68,Credit Card,17/05/2022,Forum Istanbul,2160.612
I181387,C881334,Female,34,Shoes,5,3000.85,Credit Card,21/02/2022,Mall of Istanbul,2700.765
I146210,C436915,Female,36,Shoes,3,1800.51,Credit Card,18/03/2022,Cevahir AVM,1620.459
I588605,C300683,Female,66,Shoes,1,600.17,Cash,23/12/2022,Cevahir AVM,540.153
I450578,C286882,Female,50,Shoes,5,3000.85,Credit Card,2/5/2022,Kanyon,2700.765
I248992,C318744,Female,68,Shoes,2,1200.34,Credit Card,15/03/2021,Metrocity,1080.306
I558840,C356940,Female,56,Shoes,2,1200.34,Credit Card,5/4/2022,Kanyon,1080.306
I393124,C355803,Female,48,Shoes,5,3000.85,Credit Card,7/3/2023,Mall of Istanbul,2700.765
I234704,C320126,Female,44,Shoes,5,3000.85,Cash,1/11/2022,Viaport Outlet,2700.765
I858817,C113546,Female,55,Shoes,1,600.17,Cash,25/08/2021,Forum Istanbul,540.153
I119102,C139848,Female,35,Shoes,2,1200.34,Cash,29/09/2022,Kanyon,1080.306
I277905,C138358,Female,43,Shoes,1,600.17,Debit Card,25/09/2022,Istinye Park,540.153
I211670,C123220,Female,67,Shoes,3,1800.51,Cash,28/08/2022,Metrocity,1620.459
I100965,C336119,Female,63,Shoes,4,2400.68,Cash,25/06/2021,Emaar Square Mall,2160.612
I283094,C228962,Female,37,Shoes,4,2400.68,Cash,26/02/2021,Istinye Park,2160.612
I205678,C123913,Female,33,Shoes,3,1800.51,Credit Card,2/9/2022,Zorlu Center,1620.459
I287080,C324729,Female,65,Shoes,1,600.17,Credit Card,27/06/2022,Mall of Istanbul,540.153
I183443,C236726,Female,48,Shoes,1,600.17,Debit Card,28/02/2023,Metrocity,540.153
I320364,C190760,Female,36,Shoes,2,1200.34,Debit Card,23/10/2022,Mall of Istanbul,1080.306
I130760,C112485,Female,65,Shoes,4,2400.68,Debit Card,11/4/2021,Metropol AVM,2160.612
I175026,C453556,Female,47,Shoes,5,3000.85,Cash,21/01/2023,Cevahir AVM,2700.765
I300821,C231429,Female,35,Shoes,5,3000.85,Cash,18/02/2022,Metropol AVM,2700.765
I145769,C174230,Female,67,Shoes,2,1200.34,Credit Card,28/06/2022,Kanyon,1080.306
I327832,C573049,Female,63,Shoes,4,2400.68,Credit Card,3/10/2021,Emaar Square Mall,2160.612
I318115,C306010,Female,31,Shoes,2,1200.34,Cash,16/02/2022,Kanyon,1080.306
I323906,C577184,Female,38,Shoes,2,1200.34,Cash,26/05/2022,Zorlu Center,1080.306
I586296,C206594,Female,55,Shoes,2,1200.34,Credit Card,9/1/2022,Metropol AVM,1080.306
I298512,C202143,Female,41,Shoes,3,1800.51,Credit Card,20/08/2021,Forum Istanbul,1620.459
I165281,C102433,Female,49,Shoes,1,600.17,Cash,6/2/2021,Metropol AVM,540.153
I592959,C157025,Female,31,Shoes,4,2400.68,Cash,14/06/2022,Cevahir AVM,2160.612
I112378,C308150,Female,34,Shoes,4,2400.68,Cash,23/10/2021,Metrocity,2160.612
I204991,C313098,Female,33,Shoes,5,3000.85,Credit Card,10/8/2022,Metropol AVM,2700.765
I104723,C133262,Female,49,Shoes,1,600.17,Credit Card,10/7/2021,Metropol AVM,540.153
I266309,C136204,Female,56,Shoes,2,1200.34,Credit Card,20/12/2022,Mall of Istanbul,1080.306
I151708,C601424,Female,31,Shoes,1,600.17,Credit Card,31/05/2021,Kanyon,540.153
I237568,C181837,Female,32,Shoes,1,600.17,Credit Card,21/04/2021,Cevahir AVM,540.153
I536350,C118925,Female,61,Shoes,3,1800.51,Credit Card,9/4/2022,Metrocity,1620.459
I283857,C165443,Female,63,Shoes,4,2400.68,Cash,2/2/2022,Istinye Park,2160.612
I627666,C574975,Female,39,Shoes,4,2400.68,Credit Card,27/01/2022,Istinye Park,2160.612
I968036,C577531,Female,45,Shoes,1,600.17,Credit Card,3/2/2023,Kanyon,540.153
I111269,C116570,Female,50,Shoes,4,2400.68,Cash,23/05/2021,Viaport Outlet,2160.612
I173608,C317096,Female,39,Shoes,5,3000.85,Debit Card,21/08/2021,Kanyon,2700.765
I599618,C226729,Female,46,Shoes,2,1200.34,Credit Card,28/12/2021,Metropol AVM,1080.306
I332715,C254847,Female,39,Shoes,3,1800.51,Cash,12/4/2022,Metrocity,1620.459
I614070,C138946,Female,48,Shoes,1,600.17,Cash,10/4/2022,Mall of Istanbul,540.153
I112106,C265924,Female,32,Shoes,3,1800.51,Cash,16/08/2021,Metrocity,1620.459
I394428,C899136,Female,31,Shoes,1,600.17,Credit Card,3/9/2022,Viaport Outlet,540.153
I821274,C105824,Female,37,Shoes,2,1200.34,Debit Card,20/02/2023,Kanyon,1080.306
I309334,C229125,Female,57,Shoes,1,600.17,Credit Card,7/9/2022,Kanyon,540.153
I179792,C846907,Female,34,Shoes,5,3000.85,Credit Card,30/01/2022,Metrocity,2700.765
I873439,C638440,Female,49,Shoes,4,2400.68,Cash,25/01/2022,Mall of Istanbul,2160.612
I108212,C303464,Female,52,Shoes,5,3000.85,Cash,10/12/2022,Metropol AVM,2700.765
I258739,C134133,Female,44,Shoes,2,1200.34,Credit Card,14/11/2021,Metropol AVM,1080.306
I120148,C787527,Female,33,Shoes,2,1200.34,Credit Card,23/12/2022,Istinye Park,1080.306
I766386,C761886,Female,62,Shoes,2,1200.34,Credit Card,13/07/2022,Metropol AVM,1080.306
I299630,C132665,Female,45,Shoes,3,1800.51,Debit Card,31/12/2022,Mall of Istanbul,1620.459
I217735,C139874,Female,51,Shoes,1,600.17,Cash,28/01/2023,Mall of Istanbul,540.153
I541616,C145840,Female,40,Shoes,2,1200.34,Debit Card,28/09/2021,Istinye Park,1080.306
I781770,C328950,Female,68,Shoes,1,600.17,Credit Card,17/01/2021,Mall of Istanbul,540.153
I117699,C828233,Female,38,Shoes,1,600.17,Credit Card,4/1/2023,Metrocity,540.153
I305550,C268256,Female,49,Shoes,5,3000.85,Cash,7/8/2021,Mall of Istanbul,2700.765
I228787,C539483,Female,57,Shoes,5,3000.85,Debit Card,1/12/2022,Istinye Park,2700.765
I906695,C775234,Female,41,Shoes,1,600.17,Debit Card,24/05/2022,Mall of Istanbul,540.153
I181673,C316996,Female,37,Shoes,2,1200.34,Credit Card,25/02/2021,Viaport Outlet,1080.306
I706325,C544773,Female,40,Shoes,5,3000.85,Debit Card,13/10/2021,Metrocity,2700.765
I272121,C159714,Female,36,Shoes,3,1800.51,Cash,2/4/2021,Metropol AVM,1620.459
I624162,C173329,Female,48,Shoes,1,600.17,Debit Card,22/10/2021,Istinye Park,540.153
I218867,C125560,Female,67,Shoes,4,2400.68,Cash,17/12/2021,Metrocity,2160.612
I364901,C475134,Female,52,Shoes,3,1800.51,Cash,6/1/2021,Mall of Istanbul,1620.459
I424333,C207462,Female,43,Shoes,2,1200.34,Cash,28/05/2021,Metrocity,1080.306
I243361,C292739,Female,55,Shoes,3,1800.51,Cash,31/01/2021,Emaar Square Mall,1620.459
I194038,C606113,Female,40,Shoes,2,1200.34,Cash,12/1/2022,Mall of Istanbul,1080.306
I192015,C226250,Female,53,Shoes,5,3000.85,Cash,23/02/2022,Mall of Istanbul,2700.765
I104450,C112723,Female,39,Shoes,3,1800.51,Cash,14/09/2021,Metrocity,1620.459
I252780,C255258,Female,44,Shoes,5,3000.85,Credit Card,29/07/2021,Emaar Square Mall,2700.765
I640474,C321060,Female,37,Shoes,4,2400.68,Cash,8/1/2023,Metrocity,2160.612
I204919,C311773,Female,52,Shoes,1,600.17,Debit Card,23/03/2022,Cevahir AVM,540.153
I277264,C394159,Female,56,Shoes,3,1800.51,Credit Card,5/7/2022,Forum Istanbul,1620.459
I326007,C339370,Female,45,Shoes,5,3000.85,Debit Card,19/08/2021,Cevahir AVM,2700.765
I296749,C120321,Female,38,Shoes,1,600.17,Credit Card,24/04/2021,Istinye Park,540.153
I851499,C365977,Female,60,Shoes,3,1800.51,Credit Card,27/02/2022,Viaport Outlet,1620.459
I147979,C174047,Female,58,Shoes,2,1200.34,Cash,3/7/2022,Zorlu Center,1080.306
I656091,C871093,Female,50,Shoes,5,3000.85,Credit Card,11/11/2021,Mall of Istanbul,2700.765
I268254,C291287,Female,52,Shoes,5,3000.85,Credit Card,1/5/2022,Metrocity,2700.765
I325952,C203435,Female,54,Shoes,2,1200.34,Credit Card,17/11/2021,Mall of Istanbul,1080.306
I162407,C743657,Female,35,Shoes,3,1800.51,Cash,4/7/2021,Kanyon,1620.459
I108072,C139888,Female,38,Shoes,4,2400.68,Cash,27/04/2022,Cevahir AVM,2160.612
I331146,C271067,Female,54,Shoes,2,1200.34,Credit Card,25/04/2022,Metropol AVM,1080.306
I232216,C375516,Female,43,Shoes,4,2400.68,Debit Card,28/10/2021,Kanyon,2160.612
I455389,C269055,Female,65,Shoes,3,1800.51,Credit Card,11/3/2022,Mall of Istanbul,1620.459
I625882,C864431,Female,50,Shoes,5,3000.85,Credit Card,22/05/2021,Mall of Istanbul,2700.765
I803198,C300208,Female,41,Shoes,1,600.17,Debit Card,21/04/2022,Forum Istanbul,540.153
I337183,C298959,Female,58,Shoes,3,1800.51,Credit Card,20/06/2022,Metrocity,1620.459
I180857,C555529,Female,35,Shoes,1,600.17,Debit Card,13/06/2022,Metrocity,540.153
I308540,C187875,Female,50,Shoes,4,2400.68,Debit Card,22/03/2021,Cevahir AVM,2160.612
I234599,C113185,Female,62,Shoes,4,2400.68,Credit Card,3/7/2022,Cevahir AVM,2160.612
I604555,C294564,Female,50,Shoes,1,600.17,Cash,1/5/2021,Kanyon,540.153
I210150,C191994,Female,39,Shoes,2,1200.34,Debit Card,8/12/2022,Emaar Square Mall,1080.306
I107133,C160888,Female,46,Shoes,4,2400.68,Cash,8/10/2021,Cevahir AVM,2160.612
I318999,C975358,Female,64,Shoes,1,600.17,Credit Card,12/7/2022,Istinye Park,540.153
I382927,C424490,Female,63,Shoes,4,2400.68,Cash,13/10/2022,Istinye Park,2160.612
I140384,C638930,Female,37,Shoes,5,3000.85,Cash,18/12/2022,Istinye Park,2700.765
I449662,C104462,Female,42,Shoes,2,1200.34,Debit Card,24/07/2022,Cevahir AVM,1080.306
I879117,C288036,Female,68,Shoes,3,1800.51,Debit Card,23/01/2021,Kanyon,1620.459
I217266,C312089,Female,59,Shoes,2,1200.34,Cash,22/12/2021,Istinye Park,1080.306
I237066,C126183,Female,38,Shoes,4,2400.68,Cash,6/2/2023,Mall of Istanbul,2160.612
I143907,C790143,Female,54,Shoes,5,3000.85,Debit Card,16/02/2023,Metropol AVM,2700.765
I276557,C598715,Female,37,Shoes,4,2400.68,Cash,11/6/2022,Kanyon,2160.612
I297376,C164071,Female,32,Shoes,3,1800.51,Cash,8/1/2023,Kanyon,1620.459
I488717,C180248,Female,39,Shoes,2,1200.34,Credit Card,4/4/2021,Metrocity,1080.306
I601413,C822775,Female,59,Shoes,2,1200.34,Cash,27/05/2021,Emaar Square Mall,1080.306
